rup_mag,rup_rake,dist_rrup,site_siteclass,rup_hypo_depth,result_type,damping,0.075,0.1,0.2,0.3,0.4,0.5,0.75,1,1.5,2,3,pga
5,0,100,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,0,200,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,0,200,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,0,200,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,5,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,5,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,5,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,20,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,20,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,20,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,50,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,50,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,50,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,100,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,100,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,100,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,200,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,200,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,90,200,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,5,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,5,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,5,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,20,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,20,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,20,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,50,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,50,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,50,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,100,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,100,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,100,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,200,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,200,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,-90,200,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,5,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,5,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,5,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,20,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,20,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,20,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,50,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,50,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,50,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,100,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,100,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,100,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,200,D,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,200,C,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
5,45,200,B,10,TOTAL_STDDEV,5,0.703022688,0.681122493,0.654110021,0.670719763,0.731225335,0.727529738,0.673724513,0.670027559,0.59594816,0.59594816,0.533976825,0.668938301
6,0,5,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,5,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,5,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,20,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,20,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,20,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,50,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,50,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,50,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,100,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,100,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,100,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,200,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,200,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,0,200,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,5,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,5,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,5,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,20,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,20,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,20,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,50,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,50,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,50,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,100,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,100,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,100,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,200,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,200,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,90,200,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,5,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,5,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,5,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,20,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,20,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,20,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,50,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,50,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,50,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,100,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,100,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,100,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,200,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,200,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,-90,200,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,5,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,5,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,5,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,20,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,20,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,20,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,50,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,50,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,50,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,100,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,100,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,100,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,200,D,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,200,C,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
6,45,200,B,10,TOTAL_STDDEV,5,0.618369226,0.621885424,0.63210193,0.589623346,0.597353781,0.586864345,0.584416632,0.599169842,0.590831253,0.590831253,0.618791055,0.555771482
7,0,5,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,5,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,5,B,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,20,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,20,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,20,B,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,50,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,50,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,50,B,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,100,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,100,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,100,B,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,200,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,200,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,0,200,B,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,5,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,5,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,5,B,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,20,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,20,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,20,B,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,50,D,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,50,C,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
